air__airline_Indigo,air__airline_Jet Airways,air__airline_Other,doj__date_of_journey_week,doj__date_of_journey_day_of_year,location__source,location__destination,dur__duration_rbf_25,dur__duration_cat,stops__total_stops,stops__is_direct_flight,price
0.0,0.0,1.0,0.17647058823529405,0.19491525423728817,0.0015126067329069301,-0.02469225372159061,-0.36407204785969294,0.0,0.0,1,5831
0.0,0.0,1.0,0.2941176470588235,0.2627118644067796,0.0015126067329069301,-0.02469225372159061,-0.36407204785969294,1.0,1.0,0,5162
1.0,0.0,0.0,0.4117647058823529,0.3813559322033898,1.0103838653068524,1.0095684946591603,-0.36407204785969294,2.0,1.0,0,6442
0.0,0.0,0.0,0.5882352941176471,0.5847457627118644,1.0103838653068524,1.0095684946591603,-0.36407204785969294,2.0,1.0,0,14323
0.0,1.0,0.0,0.17647058823529405,0.14406779661016955,-1.0667571493414434,-0.9043871280941742,-0.36407204785969294,2.0,1.0,0,11087
0.0,1.0,0.0,0.6470588235294118,0.6610169491525424,1.0103838653068524,1.0095684946591603,-0.36407204785969294,2.0,1.0,0,15554
0.0,1.0,0.0,0.7058823529411765,0.6864406779661016,1.0103838653068524,1.0095684946591603,-0.36407204785969294,2.0,2.0,0,16274
0.0,0.0,0.0,0.2941176470588235,0.2627118644067796,0.0015126067329069301,-0.02469225372159061,-0.36407204785969294,2.0,3.0,0,12954
1.0,0.0,0.0,0.823529411764706,0.7966101694915255,-1.0667571493414434,-1.7865974210702191,-0.3596716735551325,0.0,0.0,1,3943
0.0,1.0,0.0,0.9999999999999999,0.9745762711864407,1.0103838653068524,1.0095684946591603,-0.36407204785969294,2.0,1.0,0,10262
0.0,1.0,0.0,0.5882352941176471,0.5593220338983051,-1.0667571493414434,-1.7865974210702191,2.6493404848361166,1.0,0.0,1,4030
0.0,0.0,0.0,0.6470588235294118,0.6610169491525424,0.0015126067329069301,-0.02469225372159061,-0.36407204785969294,2.0,2.0,0,10697
0.0,1.0,0.0,0.8823529411764705,0.8983050847457628,1.0103838653068524,1.0095684946591603,-0.36407204785969294,2.0,2.0,0,10368
1.0,0.0,0.0,0.2941176470588235,0.2796610169491526,1.0103838653068524,1.0095684946591603,-0.36407204785969294,1.0,0.0,1,5021
0.0,0.0,1.0,0.5882352941176471,0.5593220338983051,0.0015126067329069301,-0.02469225372159061,-0.36407204785969294,2.0,1.0,0,8610
1.0,0.0,0.0,0.7058823529411765,0.7118644067796611,0.0015126067329069301,-0.02469225372159061,-0.36407204785969294,0.0,0.0,1,5224
0.0,0.0,0.0,0.823529411764706,0.8220338983050848,1.0103838653068524,1.0095684946591603,-0.36407204785969294,2.0,2.0,0,13381
1.0,0.0,0.0,0.7647058823529412,0.7372881355932204,1.0103838653068524,1.0095684946591603,-0.36407204785969294,2.0,1.0,0,6628
1.0,0.0,0.0,0.7647058823529412,0.7796610169491525,-1.8551889713208807,-0.9043871280941742,-0.36407204785969294,0.0,0.0,1,3540
0.0,1.0,0.0,0.7058823529411765,0.6864406779661016,0.0015126067329069301,-0.02469225372159061,-0.36407204785969294,2.0,1.0,0,10844
0.0,1.0,0.0,0.3529411764705882,0.3305084745762712,-1.0667571493414434,-1.7865974210702191,2.9929684661495157,0.0,0.0,1,7229
0.0,0.0,0.0,0.5882352941176471,0.6101694915254237,0.0015126067329069301,-0.02469225372159061,-0.36407204785969294,2.0,2.0,0,13437
0.0,1.0,0.0,0.9411764705882352,0.923728813559322,-1.8551889713208807,-0.9043871280941742,-0.36407204785969294,0.0,0.0,1,5678
0.0,1.0,0.0,0.0,0.0,-1.0667571493414434,-0.9043871280941742,-0.36407204785969294,2.0,1.0,0,22270
0.0,1.0,0.0,0.17647058823529405,0.14406779661016955,-1.0667571493414434,-0.9043871280941742,-0.36407204785969294,2.0,1.0,0,16946
0.0,0.0,0.0,0.5882352941176471,0.5593220338983051,-1.8551889713208807,-0.9043871280941742,-0.36407204785969294,0.0,0.0,1,3625
1.0,0.0,0.0,0.8823529411764705,0.8728813559322035,1.0103838653068524,1.0095684946591603,-0.36407204785969294,2.0,1.0,0,6442
0.0,1.0,0.0,0.7058823529411765,0.6864406779661016,0.0015126067329069301,-0.02469225372159061,-0.36407204785969294,2.0,1.0,0,10844
0.0,0.0,1.0,0.3529411764705882,0.35593220338983056,0.0015126067329069301,-0.02469225372159061,-0.36407204785969294,0.0,0.0,1,3873
0.0,1.0,0.0,0.823529411764706,0.847457627118644,-1.0667571493414434,-1.7865974210702191,-0.3596716735551325,1.0,0.0,1,8016
0.0,1.0,0.0,0.2941176470588235,0.2627118644067796,0.0015126067329069301,-0.02469225372159061,-0.36407204785969294,2.0,1.0,0,8849
0.0,0.0,1.0,0.823529411764706,0.7966101694915255,1.0103838653068524,1.0095684946591603,-0.36407204785969294,1.0,1.0,0,4959
0.0,1.0,0.0,0.9411764705882352,0.923728813559322,-1.0667571493414434,-1.7865974210702191,2.9929684661495157,0.0,0.0,1,5769
0.0,0.0,1.0,0.823529411764706,0.8220338983050848,0.0015126067329069301,-0.02469225372159061,-0.36407204785969294,1.0,1.0,0,8610
1.0,0.0,0.0,0.23529411764705876,0.22033898305084743,1.0103838653068524,1.0095684946591603,-0.36407204785969294,2.0,1.0,0,8574
1.0,0.0,0.0,0.8823529411764705,0.8983050847457628,1.0103838653068524,1.0095684946591603,-0.36407204785969294,2.0,1.0,0,6818
1.0,0.0,0.0,0.5882352941176471,0.5847457627118644,-1.8551889713208807,-0.9043871280941742,-0.36407204785969294,0.0,0.0,1,4392
0.0,0.0,0.0,0.6470588235294118,0.6355932203389831,1.0103838653068524,1.0095684946591603,-0.3596716735551325,1.0,0.0,1,6094
0.0,0.0,0.0,0.17647058823529405,0.19491525423728817,-1.0667571493414434,-0.9043871280941742,-0.36407204785969294,2.0,2.0,0,8114
0.0,0.0,0.0,0.2941176470588235,0.2627118644067796,-1.0667571493414434,-1.7865974210702191,2.6493404848361166,0.0,0.0,1,5911
0.0,1.0,0.0,0.7647058823529412,0.7796610169491525,1.0103838653068524,1.0095684946591603,-0.36407204785969294,2.0,2.0,0,15318
0.0,0.0,1.0,0.8823529411764705,0.8728813559322035,-1.0667571493414434,-1.7865974210702191,-0.3596716735551325,0.0,0.0,1,3383
0.0,1.0,0.0,0.05882352941176472,0.0423728813559322,-1.0667571493414434,-0.9043871280941742,-0.36407204785969294,2.0,1.0,0,15025
0.0,1.0,0.0,0.05882352941176472,0.06779661016949157,1.0103838653068524,1.0095684946591603,-0.36407204785969294,2.0,1.0,0,13843
0.0,0.0,0.0,0.8823529411764705,0.8983050847457628,-1.8551889713208807,-0.9043871280941742,-0.36407204785969294,0.0,0.0,1,3100
1.0,0.0,0.0,0.0,0.0,0.0015126067329069301,-0.02469225372159061,-0.3640720314498963,0.0,0.0,1,6565
1.0,0.0,0.0,0.6470588235294118,0.6610169491525424,0.0015126067329069301,-0.02469225372159061,-0.36407204785969294,0.0,0.0,1,4804
0.0,0.0,1.0,0.17647058823529405,0.19491525423728817,-1.8551889713208807,-0.9043871280941742,-0.36407204785969294,0.0,0.0,1,2175
0.0,1.0,0.0,0.17647058823529405,0.1694915254237288,1.0103838653068524,1.0095684946591603,-0.36407204785969294,2.0,2.0,0,8938
0.0,1.0,0.0,0.17647058823529405,0.1694915254237288,1.0103838653068524,1.0095684946591603,-0.36407204785969294,2.0,2.0,0,11093
0.0,1.0,0.0,0.5882352941176471,0.6101694915254237,0.0015126067329069301,-0.02469225372159061,-0.36407204785969294,2.0,1.0,0,14388
1.0,0.0,0.0,0.9999999999999999,0.9745762711864407,1.0103838653068524,1.0095684946591603,-0.36407204785969294,2.0,1.0,0,6442
0.0,0.0,0.0,0.47058823529411764,0.48305084745762716,1.0103838653068524,1.0095684946591603,2.6493404848361166,0.0,0.0,1,6094
0.0,0.0,1.0,0.23529411764705876,0.22033898305084743,0.0015126067329069301,-0.02469225372159061,-0.36407204785969294,0.0,0.0,1,3847
0.0,1.0,0.0,0.05882352941176472,0.0423728813559322,-1.0667571493414434,-0.9043871280941742,-0.36407204785969294,2.0,1.0,0,17261
0.0,0.0,1.0,0.0,0.016949152542372947,-1.0667571493414434,-0.9043871280941742,-0.36407204785969294,2.0,1.0,0,6315
0.0,1.0,0.0,0.2941176470588235,0.2627118644067796,-1.8551889713208807,-0.9043871280941742,-0.36407204785969294,0.0,0.0,1,8040
0.0,1.0,0.0,0.5882352941176471,0.5593220338983051,0.0015126067329069301,-0.02469225372159061,-0.36407204785969294,2.0,1.0,0,12384
1.0,0.0,0.0,0.5294117647058824,0.5338983050847457,0.0015126067329069301,-0.02469225372159061,-0.36407204785969294,0.0,0.0,1,4804
0.0,0.0,0.0,0.7647058823529412,0.7372881355932204,1.0103838653068524,1.0095684946591603,-0.36407204785969294,2.0,1.0,0,10197
0.0,0.0,0.0,0.05882352941176472,0.0423728813559322,1.0103838653068524,1.0095684946591603,-0.36407204785969294,1.0,1.0,0,10276
0.0,1.0,0.0,0.6470588235294118,0.6610169491525424,0.0015126067329069301,-0.02469225372159061,-0.36407204785969294,2.0,1.0,0,14781
0.0,1.0,0.0,0.5294117647058824,0.5169491525423728,0.0015126067329069301,-0.02469225372159061,-0.36407204785969294,2.0,1.0,0,9314
0.0,0.0,1.0,0.7058823529411765,0.7118644067796611,0.0015126067329069301,-0.02469225372159061,-0.36407204785969294,2.0,1.0,0,8452
1.0,0.0,0.0,0.3529411764705882,0.35593220338983056,-1.0667571493414434,-1.7865974210702191,2.6493404848361166,0.0,0.0,1,4591
1.0,0.0,0.0,0.17647058823529405,0.1694915254237288,1.0103838653068524,1.0095684946591603,-0.36407204785969294,1.0,1.0,0,8470
1.0,0.0,0.0,0.7647058823529412,0.7372881355932204,1.0103838653068524,1.0095684946591603,-0.36407204785969294,2.0,1.0,0,6314
0.0,0.0,0.0,0.5882352941176471,0.5847457627118644,1.0103838653068524,1.0095684946591603,-0.36407204785969294,2.0,1.0,0,7670
1.0,0.0,0.0,0.11764705882352944,0.09322033898305082,0.0015126067329069301,-0.02469225372159061,-0.36407204785969294,0.0,0.0,1,4148
1.0,0.0,0.0,0.5294117647058824,0.5169491525423728,0.0015126067329069301,-0.02469225372159061,-0.36407204785969294,0.0,0.0,1,5644
1.0,0.0,0.0,0.17647058823529405,0.19491525423728817,0.0015126067329069301,-0.02469225372159061,-0.36407204785969294,1.0,1.0,0,6762
0.0,1.0,0.0,0.5882352941176471,0.5593220338983051,0.0015126067329069301,-0.02469225372159061,-0.36407204785969294,2.0,1.0,0,10844
1.0,0.0,0.0,0.6470588235294118,0.6355932203389831,1.0103838653068524,1.0095684946591603,-0.36407204785969294,1.0,1.0,0,6027
0.0,0.0,1.0,0.9999999999999999,1.0,-1.8551889713208807,-0.9043871280941742,-0.36407204785969294,0.0,0.0,1,1965
0.0,0.0,0.0,0.7058823529411765,0.6864406779661016,0.0015126067329069301,-0.02469225372159061,-0.36407204785969294,2.0,2.0,0,12324
0.0,1.0,0.0,0.05882352941176472,0.0423728813559322,-1.0667571493414434,-0.9043871280941742,-0.36407204785969294,2.0,1.0,0,16736
0.0,1.0,0.0,0.5882352941176471,0.5847457627118644,1.0103838653068524,1.0095684946591603,-0.36407204785969294,2.0,1.0,0,15554
0.0,0.0,0.0,0.4117647058823529,0.3813559322033898,-1.0667571493414434,-1.7865974210702191,-0.3596716735551325,0.0,0.0,1,6121
0.0,0.0,1.0,0.5294117647058824,0.5169491525423728,0.0015126067329069301,-0.02469225372159061,-0.36407204785969294,2.0,1.0,0,8452
0.0,1.0,0.0,0.9999999999999999,0.9745762711864407,1.0103838653068524,1.0095684946591603,-0.36407204785969294,2.0,2.0,0,13775
1.0,0.0,0.0,0.823529411764706,0.8220338983050848,-1.0667571493414434,-1.7865974210702191,2.6493404848361166,1.0,0.0,1,3943
0.0,0.0,1.0,0.8823529411764705,0.8983050847457628,0.0015126067329069301,-0.02469225372159061,-0.36407204785969294,0.0,0.0,1,3841
0.0,0.0,0.0,0.7647058823529412,0.7796610169491525,1.0103838653068524,1.0095684946591603,-0.36407204785969294,2.0,1.0,0,13377
0.0,0.0,1.0,0.2941176470588235,0.30508474576271194,0.0015126067329069301,-0.02469225372159061,-0.36407204785969294,0.0,0.0,1,3873
0.0,0.0,1.0,0.9999999999999999,0.9745762711864407,-1.8551889713208807,-0.9043871280941742,-0.36407204785969294,0.0,0.0,1,3597
0.0,0.0,1.0,0.0,0.016949152542372947,-1.0667571493414434,-0.9043871280941742,-0.3596716735551325,0.0,0.0,1,8028
0.0,1.0,0.0,0.2941176470588235,0.2627118644067796,0.0015126067329069301,-0.02469225372159061,-0.36407204785969294,2.0,1.0,0,12681
0.0,0.0,0.0,0.5882352941176471,0.5847457627118644,0.0015126067329069301,-0.02469225372159061,-0.36407204785969294,2.0,2.0,0,9626
0.0,1.0,0.0,0.823529411764706,0.8220338983050848,-1.8551889713208807,-0.9043871280941742,-0.36407204785969294,0.0,0.0,1,8040
0.0,0.0,1.0,0.7058823529411765,0.6864406779661016,-1.0667571493414434,-1.7865974210702191,-0.36407204785969294,0.0,0.0,1,4878
0.0,1.0,0.0,0.823529411764706,0.8220338983050848,1.0103838653068524,1.0095684946591603,-0.36407204785969294,2.0,1.0,0,10262
0.0,0.0,0.0,0.9411764705882352,0.923728813559322,-1.8551889713208807,-0.9043871280941742,-0.36407204785969294,0.0,0.0,1,3100
0.0,0.0,1.0,0.4117647058823529,0.4067796610169492,-1.0667571493414434,-1.7865974210702191,-0.3596716735551325,0.0,0.0,1,4483
1.0,0.0,0.0,0.5294117647058824,0.5169491525423728,-1.8551889713208807,-0.9043871280941742,-0.36407204785969294,0.0,0.0,1,2754
0.0,0.0,0.0,0.7058823529411765,0.6864406779661016,1.0103838653068524,1.0095684946591603,-0.36407204785969294,2.0,2.0,0,10231
0.0,0.0,1.0,0.3529411764705882,0.3305084745762712,-1.0667571493414434,-1.7865974210702191,2.6493404848361166,0.0,0.0,1,4319
0.0,0.0,1.0,0.7058823529411765,0.6864406779661016,-1.8551889713208807,-0.9043871280941742,-0.36407204785969294,0.0,0.0,1,2017
0.0,0.0,0.0,0.2941176470588235,0.2627118644067796,0.0015126067329069301,-0.02469225372159061,-0.36407204785969294,2.0,2.0,0,12009
0.0,1.0,0.0,0.823529411764706,0.847457627118644,0.0015126067329069301,-0.02469225372159061,-0.36407204785969294,2.0,1.0,0,5608
1.0,0.0,0.0,0.0,0.016949152542372947,1.0103838653068524,1.0095684946591603,-0.36407204785969294,2.0,1.0,0,14871
0.0,0.0,1.0,0.5294117647058824,0.5169491525423728,-1.8551889713208807,-0.9043871280941742,-0.36407204785969294,0.0,0.0,1,2385
0.0,0.0,0.0,0.823529411764706,0.847457627118644,1.0103838653068524,1.0095684946591603,-0.36407204785969294,2.0,3.0,0,15419
0.0,1.0,0.0,0.05882352941176472,0.06779661016949157,-1.0667571493414434,-0.9043871280941742,-0.36407204785969294,2.0,1.0,0,7832
1.0,0.0,0.0,0.7647058823529412,0.7796610169491525,-1.8551889713208807,-0.9043871280941742,-0.36407204785969294,0.0,0.0,1,3175
0.0,1.0,0.0,0.05882352941176472,0.06779661016949157,1.0103838653068524,1.0095684946591603,-0.36407204785969294,2.0,1.0,0,16289
1.0,0.0,0.0,0.0,0.016949152542372947,0.0015126067329069301,-0.02469225372159061,2.6493404848361166,0.0,0.0,1,4778
1.0,0.0,0.0,0.17647058823529405,0.1694915254237288,-1.0667571493414434,-0.9043871280941742,2.6493404848361166,0.0,0.0,1,4777
0.0,1.0,0.0,0.2941176470588235,0.2627118644067796,0.0015126067329069301,-0.02469225372159061,-0.36407204785969294,1.0,1.0,0,12681
0.0,0.0,1.0,0.5294117647058824,0.5169491525423728,0.0015126067329069301,-0.02469225372159061,-0.36407204785969294,2.0,1.0,0,9187
0.0,0.0,0.0,0.23529411764705876,0.22033898305084743,1.0103838653068524,1.0095684946591603,-0.36407204785969294,2.0,2.0,0,6565
1.0,0.0,0.0,0.823529411764706,0.7966101694915255,1.0103838653068524,1.0095684946591603,-0.36407204785969294,2.0,1.0,0,7514
1.0,0.0,0.0,0.17647058823529405,0.19491525423728817,-1.0667571493414434,-0.9043871280941742,2.9929684661495157,0.0,0.0,1,8033
0.0,1.0,0.0,0.5882352941176471,0.6101694915254237,0.0015126067329069301,-0.02469225372159061,-0.36407204785969294,1.0,1.0,0,14781
1.0,0.0,0.0,0.7647058823529412,0.7796610169491525,1.0103838653068524,1.0095684946591603,-0.36407204785969294,1.0,1.0,0,6582
0.0,0.0,0.0,0.7647058823529412,0.7372881355932204,1.0103838653068524,1.0095684946591603,-0.36407204785969294,2.0,1.0,0,10406
0.0,0.0,0.0,0.17647058823529405,0.1694915254237288,1.0103838653068524,1.0095684946591603,-0.36407204785969294,2.0,1.0,0,13069
1.0,0.0,0.0,0.5882352941176471,0.5847457627118644,-1.8551889713208807,-0.9043871280941742,-0.36407204785969294,0.0,0.0,1,3850
0.0,0.0,0.0,0.6470588235294118,0.6610169491525424,1.0103838653068524,1.0095684946591603,-0.36407204785969294,2.0,1.0,0,7740
0.0,1.0,0.0,0.823529411764706,0.847457627118644,1.0103838653068524,1.0095684946591603,-0.36407204785969294,2.0,1.0,0,10262
0.0,0.0,1.0,0.4117647058823529,0.43220338983050854,-1.0667571493414434,-1.7865974210702191,2.6493404848361166,0.0,0.0,1,5403
1.0,0.0,0.0,0.5882352941176471,0.5593220338983051,0.0015126067329069301,-0.02469225372159061,-0.36407204785969294,1.0,1.0,0,7252
0.0,0.0,0.0,0.05882352941176472,0.0423728813559322,1.0103838653068524,1.0095684946591603,-0.36407204785969294,2.0,1.0,0,16497
0.0,1.0,0.0,0.823529411764706,0.8220338983050848,0.0015126067329069301,-0.02469225372159061,-0.36407204785969294,1.0,1.0,0,14151
0.0,1.0,0.0,0.11764705882352944,0.11864406779661019,-1.8551889713208807,-0.9043871280941742,-0.36407204785969294,0.0,0.0,1,2759
0.0,1.0,0.0,0.17647058823529405,0.19491525423728817,0.0015126067329069301,-0.02469225372159061,-0.36407204785969294,2.0,1.0,0,14231
0.0,0.0,0.0,0.5882352941176471,0.5847457627118644,1.0103838653068524,1.0095684946591603,-0.36407204785969294,2.0,1.0,0,9021
0.0,1.0,0.0,0.5882352941176471,0.5847457627118644,1.0103838653068524,1.0095684946591603,-0.36407204785969294,2.0,1.0,0,12373
0.0,0.0,0.0,0.823529411764706,0.8220338983050848,0.0015126067329069301,-0.02469225372159061,-0.36407204785969294,2.0,2.0,0,15894
0.0,0.0,1.0,0.8823529411764705,0.8728813559322035,-1.0667571493414434,-1.7865974210702191,-0.3640720314498963,0.0,0.0,1,4668
0.0,0.0,0.0,0.05882352941176472,0.0423728813559322,1.0103838653068524,1.0095684946591603,-0.36407204785969294,2.0,2.0,0,7731
1.0,0.0,0.0,0.7058823529411765,0.6864406779661016,-1.0667571493414434,-1.7865974210702191,2.6493404848361166,0.0,0.0,1,3943
1.0,0.0,0.0,0.8823529411764705,0.8728813559322035,0.0015126067329069301,-0.02469225372159061,-0.36407204785969294,1.0,1.0,0,11160
0.0,0.0,0.0,0.17647058823529405,0.1694915254237288,1.0103838653068524,1.0095684946591603,-0.36407204785969294,2.0,1.0,0,13542
0.0,1.0,0.0,0.7058823529411765,0.6864406779661016,0.0015126067329069301,-0.02469225372159061,-0.36407204785969294,2.0,1.0,0,9663
0.0,1.0,0.0,0.05882352941176472,0.0423728813559322,-1.0667571493414434,-0.9043871280941742,-0.36407204785969294,2.0,1.0,0,17471
0.0,1.0,0.0,0.5882352941176471,0.5593220338983051,0.0015126067329069301,-0.02469225372159061,-0.36407204785969294,2.0,1.0,0,9663
0.0,0.0,0.0,0.823529411764706,0.8220338983050848,1.0103838653068524,1.0095684946591603,-0.36407204785969294,2.0,1.0,0,10678
0.0,0.0,1.0,0.8823529411764705,0.8728813559322035,1.0103838653068524,1.0095684946591603,-0.3640720314498963,1.0,0.0,1,6216
0.0,0.0,1.0,0.823529411764706,0.8220338983050848,-1.0667571493414434,-1.7865974210702191,-0.3640720314498963,0.0,0.0,1,3625
1.0,0.0,0.0,0.17647058823529405,0.19491525423728817,-1.0667571493414434,-0.9043871280941742,2.6493404848361166,0.0,0.0,1,7303
0.0,1.0,0.0,0.5882352941176471,0.5593220338983051,0.0015126067329069301,-0.02469225372159061,-0.36407204785969294,2.0,1.0,0,9663
1.0,0.0,0.0,0.7058823529411765,0.7118644067796611,-1.0667571493414434,-1.7865974210702191,-0.3596716735551325,0.0,0.0,1,3419
0.0,0.0,1.0,0.2941176470588235,0.30508474576271194,-1.0667571493414434,-1.7865974210702191,2.6493404848361166,0.0,0.0,1,4423
0.0,0.0,0.0,0.5882352941176471,0.5847457627118644,0.0015126067329069301,-0.02469225372159061,-0.36407204785969294,2.0,1.0,0,10203
0.0,0.0,0.0,0.8823529411764705,0.8983050847457628,1.0103838653068524,1.0095684946591603,-0.36407204785969294,2.0,1.0,0,11241
1.0,0.0,0.0,0.9999999999999999,0.9745762711864407,-1.8551889713208807,-0.9043871280941742,-0.36407204785969294,0.0,0.0,1,2754
0.0,0.0,0.0,0.2941176470588235,0.2796610169491526,0.0015126067329069301,-0.02469225372159061,-0.36407204785969294,2.0,2.0,0,4647
0.0,1.0,0.0,0.9999999999999999,1.0,1.0103838653068524,1.0095684946591603,-0.36407204785969294,2.0,2.0,0,13764
0.0,0.0,0.0,0.7647058823529412,0.7372881355932204,1.0103838653068524,1.0095684946591603,-0.36407204785969294,2.0,1.0,0,7618
0.0,0.0,1.0,0.9411764705882352,0.923728813559322,0.0015126067329069301,-0.02469225372159061,-0.36407204785969294,0.0,0.0,1,3873
0.0,0.0,1.0,0.8823529411764705,0.8983050847457628,-1.8551889713208807,-0.9043871280941742,-0.36407204785969294,0.0,0.0,1,3597
0.0,1.0,0.0,0.5882352941176471,0.6101694915254237,0.0015126067329069301,-0.02469225372159061,-0.36407204785969294,2.0,1.0,0,10844
0.0,1.0,0.0,0.7647058823529412,0.7796610169491525,1.0103838653068524,1.0095684946591603,-0.36407204785969294,2.0,1.0,0,14714
0.0,0.0,0.0,0.17647058823529405,0.1694915254237288,1.0103838653068524,1.0095684946591603,-0.36407204785969294,2.0,1.0,0,6902
0.0,1.0,0.0,0.17647058823529405,0.19491525423728817,0.0015126067329069301,-0.02469225372159061,-0.36407204785969294,2.0,1.0,0,10031
0.0,1.0,0.0,0.5882352941176471,0.5593220338983051,0.0015126067329069301,-0.02469225372159061,-0.36407204785969294,2.0,1.0,0,8586
0.0,1.0,0.0,0.7058823529411765,0.6864406779661016,1.0103838653068524,1.0095684946591603,-0.36407204785969294,2.0,1.0,0,12898
0.0,1.0,0.0,0.5882352941176471,0.5847457627118644,0.0015126067329069301,-0.02469225372159061,-0.36407204785969294,2.0,1.0,0,13941
0.0,0.0,1.0,0.05882352941176472,0.06779661016949157,-1.0667571493414434,-0.9043871280941742,-0.3596716735551325,0.0,0.0,1,11598
0.0,1.0,0.0,0.05882352941176472,0.0423728813559322,1.0103838653068524,1.0095684946591603,-0.36407204785969294,2.0,1.0,0,17024
1.0,0.0,0.0,0.6470588235294118,0.6610169491525424,1.0103838653068524,1.0095684946591603,-0.36407204785969294,2.0,1.0,0,7191
0.0,1.0,0.0,0.8823529411764705,0.8983050847457628,1.0103838653068524,1.0095684946591603,-0.36407204785969294,2.0,1.0,0,10262
1.0,0.0,0.0,0.823529411764706,0.847457627118644,0.0015126067329069301,-0.02469225372159061,-0.36407204785969294,0.0,0.0,1,5224
0.0,0.0,0.0,0.23529411764705876,0.22033898305084743,-1.8551889713208807,-0.9043871280941742,-0.36407204785969294,0.0,0.0,1,2575
0.0,1.0,0.0,0.05882352941176472,0.0423728813559322,1.0103838653068524,1.0095684946591603,-0.36407204785969294,2.0,1.0,0,15974
0.0,0.0,1.0,0.5882352941176471,0.5593220338983051,0.0015126067329069301,-0.02469225372159061,-0.36407204785969294,2.0,1.0,0,8610
0.0,0.0,0.0,0.5882352941176471,0.5847457627118644,1.0103838653068524,1.0095684946591603,-0.36407204785969294,2.0,1.0,0,34273
0.0,0.0,0.0,0.823529411764706,0.8220338983050848,0.0015126067329069301,-0.02469225372159061,-0.36407204785969294,2.0,2.0,0,10697
0.0,0.0,1.0,0.823529411764706,0.847457627118644,1.0103838653068524,1.0095684946591603,-0.36407204785969294,1.0,1.0,0,5897
0.0,1.0,0.0,0.823529411764706,0.847457627118644,-1.0667571493414434,-1.7865974210702191,2.6493404848361166,1.0,0.0,1,7229
1.0,0.0,0.0,0.23529411764705876,0.22033898305084743,0.0015126067329069301,-0.02469225372159061,2.6493404848361166,0.0,0.0,1,4148
0.0,0.0,0.0,0.0,0.0,-1.0667571493414434,-0.9043871280941742,-0.36407204785969294,2.0,1.0,0,13439
0.0,0.0,1.0,0.8823529411764705,0.8728813559322035,0.0015126067329069301,-0.02469225372159061,-0.36407204785969294,0.0,0.0,1,3873
0.0,0.0,1.0,0.823529411764706,0.7966101694915255,-1.0667571493414434,-1.7865974210702191,-0.36407204785969294,0.0,0.0,1,4878
1.0,0.0,0.0,0.2941176470588235,0.30508474576271194,-1.0667571493414434,-1.7865974210702191,2.6493404848361166,0.0,0.0,1,4823
0.0,1.0,0.0,0.17647058823529405,0.1694915254237288,-1.0667571493414434,-0.9043871280941742,-0.36407204785969294,1.0,1.0,0,7832
